date,Target_Flower,Google_Trend_Score
"Jun 1 – 7, 2025",baby breath,57
"Jun 8 – 14, 2025",baby breath,54
"Jun 15 – 21, 2025",baby breath,54
"Jun 22 – 28, 2025",baby breath,51
"Jun 29 – Jul 5, 2025",baby breath,50
"Jul 6 – 12, 2025",baby breath,48
"Jul 13 – 19, 2025",baby breath,51
"Jul 20 – 26, 2025",baby breath,52
"Jul 27 – Aug 2, 2025",baby breath,56
"Aug 3 – 9, 2025",baby breath,59
"Aug 10 – 16, 2025",baby breath,57
"Aug 17 – 23, 2025",baby breath,60
"Aug 24 – 30, 2025",baby breath,53
"Aug 31 – Sep 6, 2025",baby breath,58
"Sep 7 – 13, 2025",baby breath,53
"Sep 14 – 20, 2025",baby breath,57
"Sep 21 – 27, 2025",baby breath,57
"Sep 28 – Oct 4, 2025",baby breath,53
"Oct 5 – 11, 2025",baby breath,56
"Oct 12 – 18, 2025",baby breath,59
"Oct 19 – 25, 2025",baby breath,55
"Oct 26 – Nov 1, 2025",baby breath,52
"Nov 2 – 8, 2025",baby breath,54
"Nov 9 – 15, 2025",baby breath,57
"Nov 16 – 22, 2025",baby breath,59
"Nov 23 – 29, 2025",baby breath,57
"Nov 30 – Dec 6, 2025",baby breath,59
"Dec 7 – 13, 2025",baby breath,56
"Dec 14 – 20, 2025",baby breath,56
"Dec 21 – 27, 2025",baby breath,54
"Dec 28, 2025 – Jan 3, 2026",baby breath,56
"Jan 4 – 10, 2026",baby breath,63
"Jan 11 – 17, 2026",baby breath,66
"Jan 18 – 24, 2026",baby breath,67
"Jan 25 – 31, 2026",baby breath,68
"Feb 1 – 7, 2026",baby breath,70
"Feb 8 – 14, 2026",baby breath,100
"Feb 15 – 21, 2026",baby breath,84
"Feb 22 – 28, 2026",baby breath,62
"Mar 1 – 7, 2026",baby breath,59
"Mar 8 – 14, 2026",baby breath,63
"Mar 2 – 8, 2025",bellflower,79
"Mar 9 – 15, 2025",bellflower,81
"Mar 16 – 22, 2025",bellflower,75
"Mar 23 – 29, 2025",bellflower,73
"Mar 30 – Apr 5, 2025",bellflower,84
"Apr 6 – 12, 2025",bellflower,81
"Apr 13 – 19, 2025",bellflower,80
"Apr 20 – 26, 2025",bellflower,80
"Apr 27 – May 3, 2025",bellflower,85
"May 4 – 10, 2025",bellflower,96
"May 11 – 17, 2025",bellflower,92
"May 18 – 24, 2025",bellflower,90
"May 25 – 31, 2025",bellflower,91
"Jun 1 – 7, 2025",bellflower,100
"Jun 8 – 14, 2025",bellflower,91
"Jun 15 – 21, 2025",bellflower,90
"Jun 22 – 28, 2025",bellflower,88
"Jun 29 – Jul 5, 2025",bellflower,89
"Jul 6 – 12, 2025",bellflower,97
"Jul 13 – 19, 2025",bellflower,98
"Jul 20 – 26, 2025",bellflower,99
"Jul 27 – Aug 2, 2025",bellflower,87
"Aug 3 – 9, 2025",bellflower,94
"Aug 10 – 16, 2025",bellflower,96
"Aug 17 – 23, 2025",bellflower,95
"Aug 24 – 30, 2025",bellflower,85
"Aug 31 – Sep 6, 2025",bellflower,84
"Sep 7 – 13, 2025",bellflower,81
"Sep 14 – 20, 2025",bellflower,78
"Sep 21 – 27, 2025",bellflower,80
"Sep 28 – Oct 4, 2025",bellflower,82
"Oct 5 – 11, 2025",bellflower,79
"Oct 12 – 18, 2025",bellflower,77
"Oct 19 – 25, 2025",bellflower,75
"Oct 26 – Nov 1, 2025",bellflower,75
"Nov 2 – 8, 2025",bellflower,77
"Nov 9 – 15, 2025",bellflower,83
"Nov 16 – 22, 2025",bellflower,74
"Nov 23 – 29, 2025",bellflower,68
"Nov 30 – Dec 6, 2025",bellflower,74
"Dec 7 – 13, 2025",bellflower,73
"Dec 14 – 20, 2025",bellflower,74
"Dec 21 – 27, 2025",bellflower,69
"Dec 28, 2025 – Jan 3, 2026",bellflower,76
"Jan 4 – 10, 2026",bellflower,77
"Jan 11 – 17, 2026",bellflower,82
"Jan 18 – 24, 2026",bellflower,80
"Jan 25 – 31, 2026",bellflower,92
"Feb 1 – 7, 2026",bellflower,95
"Feb 8 – 14, 2026",bellflower,96
"Feb 15 – 21, 2026",bellflower,83
"Feb 22 – 28, 2026",bellflower,80
"Mar 1 – 7, 2026",bellflower,89
"Mar 8 – 14, 2026",bellflower,73
"Mar 2 – 8, 2025",bird of paradise,80
"Mar 9 – 15, 2025",bird of paradise,77
"Mar 16 – 22, 2025",bird of paradise,83
"Mar 23 – 29, 2025",bird of paradise,80
"Mar 30 – Apr 5, 2025",bird of paradise,82
"Apr 6 – 12, 2025",bird of paradise,84
"Apr 13 – 19, 2025",bird of paradise,83
"Apr 20 – 26, 2025",bird of paradise,88
"Apr 27 – May 3, 2025",bird of paradise,87
"May 4 – 10, 2025",bird of paradise,90
"May 11 – 17, 2025",bird of paradise,96
"May 18 – 24, 2025",bird of paradise,90
"May 25 – 31, 2025",bird of paradise,87
"Jun 1 – 7, 2025",bird of paradise,90
"Jun 8 – 14, 2025",bird of paradise,84
"Jun 15 – 21, 2025",bird of paradise,79
"Jun 22 – 28, 2025",bird of paradise,85
"Jun 29 – Jul 5, 2025",bird of paradise,85
"Jul 6 – 12, 2025",bird of paradise,83
"Jul 13 – 19, 2025",bird of paradise,82
"Jul 20 – 26, 2025",bird of paradise,84
"Jul 27 – Aug 2, 2025",bird of paradise,89
"Aug 3 – 9, 2025",bird of paradise,82
"Aug 10 – 16, 2025",bird of paradise,90
"Aug 17 – 23, 2025",bird of paradise,87
"Aug 24 – 30, 2025",bird of paradise,84
"Aug 31 – Sep 6, 2025",bird of paradise,91
"Sep 7 – 13, 2025",bird of paradise,81
"Sep 14 – 20, 2025",bird of paradise,92
"Sep 21 – 27, 2025",bird of paradise,98
"Sep 28 – Oct 4, 2025",bird of paradise,94
"Oct 5 – 11, 2025",bird of paradise,87
"Oct 12 – 18, 2025",bird of paradise,76
"Oct 19 – 25, 2025",bird of paradise,77
"Oct 26 – Nov 1, 2025",bird of paradise,65
"Nov 2 – 8, 2025",bird of paradise,76
"Nov 9 – 15, 2025",bird of paradise,76
"Nov 16 – 22, 2025",bird of paradise,70
"Nov 23 – 29, 2025",bird of paradise,66
"Nov 30 – Dec 6, 2025",bird of paradise,63
"Dec 7 – 13, 2025",bird of paradise,59
"Dec 14 – 20, 2025",bird of paradise,59
"Dec 21 – 27, 2025",bird of paradise,57
"Dec 28, 2025 – Jan 3, 2026",bird of paradise,65
"Jan 4 – 10, 2026",bird of paradise,66
"Jan 11 – 17, 2026",bird of paradise,73
"Jan 18 – 24, 2026",bird of paradise,77
"Jan 25 – 31, 2026",bird of paradise,79
"Feb 1 – 7, 2026",bird of paradise,79
"Feb 8 – 14, 2026",bird of paradise,94
"Feb 15 – 21, 2026",bird of paradise,100
"Feb 22 – 28, 2026",bird of paradise,88
"Mar 1 – 7, 2026",bird of paradise,85
"Mar 8 – 14, 2026",bird of paradise,94
"Mar 2 – 8, 2025",bougainvillea,100
"Mar 9 – 15, 2025",bougainvillea,71
"Mar 16 – 22, 2025",bougainvillea,84
"Mar 23 – 29, 2025",bougainvillea,80
"Mar 30 – Apr 5, 2025",bougainvillea,80
"Apr 6 – 12, 2025",bougainvillea,75
"Apr 13 – 19, 2025",bougainvillea,73
"Apr 20 – 26, 2025",bougainvillea,77
"Apr 27 – May 3, 2025",bougainvillea,75
"May 4 – 10, 2025",bougainvillea,79
"May 11 – 17, 2025",bougainvillea,72
"May 18 – 24, 2025",bougainvillea,58
"May 25 – 31, 2025",bougainvillea,61
"Jun 1 – 7, 2025",bougainvillea,61
"Jun 8 – 14, 2025",bougainvillea,57
"Jun 15 – 21, 2025",bougainvillea,56
"Jun 22 – 28, 2025",bougainvillea,53
"Jun 29 – Jul 5, 2025",bougainvillea,55
"Jul 6 – 12, 2025",bougainvillea,56
"Jul 13 – 19, 2025",bougainvillea,51
"Jul 20 – 26, 2025",bougainvillea,50
"Jul 27 – Aug 2, 2025",bougainvillea,52
"Aug 3 – 9, 2025",bougainvillea,52
"Aug 10 – 16, 2025",bougainvillea,51
"Aug 17 – 23, 2025",bougainvillea,50
"Aug 24 – 30, 2025",bougainvillea,49
"Aug 31 – Sep 6, 2025",bougainvillea,52
"Sep 7 – 13, 2025",bougainvillea,44
"Sep 14 – 20, 2025",bougainvillea,45
"Sep 21 – 27, 2025",bougainvillea,49
"Sep 28 – Oct 4, 2025",bougainvillea,46
"Oct 5 – 11, 2025",bougainvillea,49
"Oct 12 – 18, 2025",bougainvillea,46
"Oct 19 – 25, 2025",bougainvillea,45
"Oct 26 – Nov 1, 2025",bougainvillea,43
"Nov 2 – 8, 2025",bougainvillea,46
"Nov 9 – 15, 2025",bougainvillea,46
"Nov 16 – 22, 2025",bougainvillea,46
"Nov 23 – 29, 2025",bougainvillea,43
"Nov 30 – Dec 6, 2025",bougainvillea,42
"Dec 7 – 13, 2025",bougainvillea,39
"Dec 14 – 20, 2025",bougainvillea,36
"Dec 21 – 27, 2025",bougainvillea,40
"Dec 28, 2025 – Jan 3, 2026",bougainvillea,41
"Jan 4 – 10, 2026",bougainvillea,44
"Jan 11 – 17, 2026",bougainvillea,48
"Jan 18 – 24, 2026",bougainvillea,44
"Jan 25 – 31, 2026",bougainvillea,44
"Feb 1 – 7, 2026",bougainvillea,48
"Feb 8 – 14, 2026",bougainvillea,51
"Feb 15 – 21, 2026",bougainvillea,53
"Feb 22 – 28, 2026",bougainvillea,53
"Mar 1 – 7, 2026",bougainvillea,57
"Mar 8 – 14, 2026",bougainvillea,75
"Mar 2 – 8, 2025",buttercup,77
"Mar 9 – 15, 2025",buttercup,80
"Mar 16 – 22, 2025",buttercup,100
"Mar 23 – 29, 2025",buttercup,84
"Mar 30 – Apr 5, 2025",buttercup,98
"Apr 6 – 12, 2025",buttercup,89
"Apr 13 – 19, 2025",buttercup,97
"Apr 20 – 26, 2025",buttercup,88
"Apr 27 – May 3, 2025",buttercup,90
"May 4 – 10, 2025",buttercup,87
"May 11 – 17, 2025",buttercup,94
"May 18 – 24, 2025",buttercup,90
"May 25 – 31, 2025",buttercup,89
"Jun 1 – 7, 2025",buttercup,86
"Jun 8 – 14, 2025",buttercup,86
"Jun 15 – 21, 2025",buttercup,82
"Jun 22 – 28, 2025",buttercup,79
"Jun 29 – Jul 5, 2025",buttercup,74
"Jul 6 – 12, 2025",buttercup,78
"Jul 13 – 19, 2025",buttercup,76
"Jul 20 – 26, 2025",buttercup,77
"Jul 27 – Aug 2, 2025",buttercup,79
"Aug 3 – 9, 2025",buttercup,87
"Aug 10 – 16, 2025",buttercup,81
"Aug 17 – 23, 2025",buttercup,88
"Aug 24 – 30, 2025",buttercup,84
"Aug 31 – Sep 6, 2025",buttercup,79
"Sep 7 – 13, 2025",buttercup,81
"Sep 14 – 20, 2025",buttercup,90
"Sep 21 – 27, 2025",buttercup,80
"Sep 28 – Oct 4, 2025",buttercup,88
"Oct 5 – 11, 2025",buttercup,89
"Oct 12 – 18, 2025",buttercup,90
"Oct 19 – 25, 2025",buttercup,92
"Oct 26 – Nov 1, 2025",buttercup,100
"Nov 2 – 8, 2025",buttercup,77
"Nov 9 – 15, 2025",buttercup,82
"Nov 16 – 22, 2025",buttercup,76
"Nov 23 – 29, 2025",buttercup,81
"Nov 30 – Dec 6, 2025",buttercup,80
"Dec 7 – 13, 2025",buttercup,70
"Dec 14 – 20, 2025",buttercup,74
"Dec 21 – 27, 2025",buttercup,76
"Dec 28, 2025 – Jan 3, 2026",buttercup,78
"Jan 4 – 10, 2026",buttercup,70
"Jan 11 – 17, 2026",buttercup,76
"Jan 18 – 24, 2026",buttercup,78
"Jan 25 – 31, 2026",buttercup,82
"Feb 1 – 7, 2026",buttercup,80
"Feb 8 – 14, 2026",buttercup,81
"Feb 15 – 21, 2026",buttercup,96
"Feb 22 – 28, 2026",buttercup,82
"Mar 1 – 7, 2026",buttercup,85
"Mar 8 – 14, 2026",buttercup,83
"Mar 2 – 8, 2025",calendula,85
"Mar 9 – 15, 2025",calendula,86
"Mar 16 – 22, 2025",calendula,85
"Mar 23 – 29, 2025",calendula,88
"Mar 30 – Apr 5, 2025",calendula,92
"Apr 6 – 12, 2025",calendula,96
"Apr 13 – 19, 2025",calendula,84
"Apr 20 – 26, 2025",calendula,97
"Apr 27 – May 3, 2025",calendula,98
"May 4 – 10, 2025",calendula,96
"May 11 – 17, 2025",calendula,97
"May 18 – 24, 2025",calendula,100
"May 25 – 31, 2025",calendula,91
"Jun 1 – 7, 2025",calendula,93
"Jun 8 – 14, 2025",calendula,94
"Jun 15 – 21, 2025",calendula,90
"Jun 22 – 28, 2025",calendula,88
"Jun 29 – Jul 5, 2025",calendula,84
"Jul 6 – 12, 2025",calendula,85
"Jul 13 – 19, 2025",calendula,81
"Jul 20 – 26, 2025",calendula,84
"Jul 27 – Aug 2, 2025",calendula,84
"Aug 3 – 9, 2025",calendula,97
"Aug 10 – 16, 2025",calendula,87
"Aug 17 – 23, 2025",calendula,87
"Aug 24 – 30, 2025",calendula,86
"Aug 31 – Sep 6, 2025",calendula,86
"Sep 7 – 13, 2025",calendula,88
"Sep 14 – 20, 2025",calendula,84
"Sep 21 – 27, 2025",calendula,80
"Sep 28 – Oct 4, 2025",calendula,83
"Oct 5 – 11, 2025",calendula,81
"Oct 12 – 18, 2025",calendula,88
"Oct 19 – 25, 2025",calendula,85
"Oct 26 – Nov 1, 2025",calendula,85
"Nov 2 – 8, 2025",calendula,89
"Nov 9 – 15, 2025",calendula,83
"Nov 16 – 22, 2025",calendula,82
"Nov 23 – 29, 2025",calendula,76
"Nov 30 – Dec 6, 2025",calendula,81
"Dec 7 – 13, 2025",calendula,74
"Dec 14 – 20, 2025",calendula,72
"Dec 21 – 27, 2025",calendula,70
"Dec 28, 2025 – Jan 3, 2026",calendula,76
"Jan 4 – 10, 2026",calendula,78
"Jan 11 – 17, 2026",calendula,75
"Jan 18 – 24, 2026",calendula,76
"Jan 25 – 31, 2026",calendula,83
"Feb 1 – 7, 2026",calendula,87
"Feb 8 – 14, 2026",calendula,86
"Feb 15 – 21, 2026",calendula,93
"Feb 22 – 28, 2026",calendula,91
"Mar 1 – 7, 2026",calendula,94
"Mar 8 – 14, 2026",calendula,94
"Mar 2 – 8, 2025",columbine,61
"Mar 9 – 15, 2025",columbine,59
"Mar 16 – 22, 2025",columbine,52
"Mar 23 – 29, 2025",columbine,52
"Mar 30 – Apr 5, 2025",columbine,65
"Apr 6 – 12, 2025",columbine,61
"Apr 13 – 19, 2025",columbine,63
"Apr 20 – 26, 2025",columbine,98
"Apr 27 – May 3, 2025",columbine,71
"May 4 – 10, 2025",columbine,64
"May 11 – 17, 2025",columbine,76
"May 18 – 24, 2025",columbine,58
"May 25 – 31, 2025",columbine,60
"Jun 1 – 7, 2025",columbine,59
"Jun 8 – 14, 2025",columbine,65
"Jun 15 – 21, 2025",columbine,59
"Jun 22 – 28, 2025",columbine,55
"Jun 29 – Jul 5, 2025",columbine,49
"Jul 6 – 12, 2025",columbine,52
"Jul 13 – 19, 2025",columbine,48
"Jul 20 – 26, 2025",columbine,49
"Jul 27 – Aug 2, 2025",columbine,47
"Aug 3 – 9, 2025",columbine,47
"Aug 10 – 16, 2025",columbine,52
"Aug 17 – 23, 2025",columbine,51
"Aug 24 – 30, 2025",columbine,74
"Aug 31 – Sep 6, 2025",columbine,60
"Sep 7 – 13, 2025",columbine,100
"Sep 14 – 20, 2025",columbine,61
"Sep 21 – 27, 2025",columbine,57
"Sep 28 – Oct 4, 2025",columbine,59
"Oct 5 – 11, 2025",columbine,47
"Oct 12 – 18, 2025",columbine,49
"Oct 19 – 25, 2025",columbine,47
"Oct 26 – Nov 1, 2025",columbine,47
"Nov 2 – 8, 2025",columbine,45
"Nov 9 – 15, 2025",columbine,42
"Nov 16 – 22, 2025",columbine,41
"Nov 23 – 29, 2025",columbine,40
"Nov 30 – Dec 6, 2025",columbine,48
"Dec 7 – 13, 2025",columbine,40
"Dec 14 – 20, 2025",columbine,48
"Dec 21 – 27, 2025",columbine,36
"Dec 28, 2025 – Jan 3, 2026",columbine,37
"Jan 4 – 10, 2026",columbine,42
"Jan 11 – 17, 2026",columbine,46
"Jan 18 – 24, 2026",columbine,46
"Jan 25 – 31, 2026",columbine,44
"Feb 1 – 7, 2026",columbine,47
"Feb 8 – 14, 2026",columbine,47
"Feb 15 – 21, 2026",columbine,50
"Feb 22 – 28, 2026",columbine,47
"Mar 1 – 7, 2026",columbine,48
"Mar 8 – 14, 2026",columbine,42
"Mar 2 – 8, 2025",cornflower,53
"Mar 9 – 15, 2025",cornflower,64
"Mar 16 – 22, 2025",cornflower,57
"Mar 23 – 29, 2025",cornflower,60
"Mar 30 – Apr 5, 2025",cornflower,62
"Apr 6 – 12, 2025",cornflower,60
"Apr 13 – 19, 2025",cornflower,61
"Apr 20 – 26, 2025",cornflower,66
"Apr 27 – May 3, 2025",cornflower,70
"May 4 – 10, 2025",cornflower,70
"May 11 – 17, 2025",cornflower,68
"May 18 – 24, 2025",cornflower,67
"May 25 – 31, 2025",cornflower,63
"Jun 1 – 7, 2025",cornflower,65
"Jun 8 – 14, 2025",cornflower,64
"Jun 15 – 21, 2025",cornflower,69
"Jun 22 – 28, 2025",cornflower,63
"Jun 29 – Jul 5, 2025",cornflower,64
"Jul 6 – 12, 2025",cornflower,59
"Jul 13 – 19, 2025",cornflower,62
"Jul 20 – 26, 2025",cornflower,60
"Jul 27 – Aug 2, 2025",cornflower,61
"Aug 3 – 9, 2025",cornflower,62
"Aug 10 – 16, 2025",cornflower,55
"Aug 17 – 23, 2025",cornflower,64
"Aug 24 – 30, 2025",cornflower,58
"Aug 31 – Sep 6, 2025",cornflower,55
"Sep 7 – 13, 2025",cornflower,49
"Sep 14 – 20, 2025",cornflower,48
"Sep 21 – 27, 2025",cornflower,50
"Sep 28 – Oct 4, 2025",cornflower,50
"Oct 5 – 11, 2025",cornflower,50
"Oct 12 – 18, 2025",cornflower,51
"Oct 19 – 25, 2025",cornflower,51
"Oct 26 – Nov 1, 2025",cornflower,46
"Nov 2 – 8, 2025",cornflower,47
"Nov 9 – 15, 2025",cornflower,49
"Nov 16 – 22, 2025",cornflower,51
"Nov 23 – 29, 2025",cornflower,48
"Nov 30 – Dec 6, 2025",cornflower,47
"Dec 7 – 13, 2025",cornflower,46
"Dec 14 – 20, 2025",cornflower,42
"Dec 21 – 27, 2025",cornflower,50
"Dec 28, 2025 – Jan 3, 2026",cornflower,50
"Jan 4 – 10, 2026",cornflower,52
"Jan 11 – 17, 2026",cornflower,58
"Jan 18 – 24, 2026",cornflower,61
"Jan 25 – 31, 2026",cornflower,59
"Feb 1 – 7, 2026",cornflower,60
"Feb 8 – 14, 2026",cornflower,91
"Feb 15 – 21, 2026",cornflower,100
"Feb 22 – 28, 2026",cornflower,77
"Mar 1 – 7, 2026",cornflower,69
"Mar 8 – 14, 2026",cornflower,80
"Mar 2 – 8, 2025",cosmos,70
"Mar 9 – 15, 2025",cosmos,70
"Mar 16 – 22, 2025",cosmos,76
"Mar 23 – 29, 2025",cosmos,75
"Mar 30 – Apr 5, 2025",cosmos,75
"Apr 6 – 12, 2025",cosmos,73
"Apr 13 – 19, 2025",cosmos,73
"Apr 20 – 26, 2025",cosmos,71
"Apr 27 – May 3, 2025",cosmos,77
"May 4 – 10, 2025",cosmos,100
"May 11 – 17, 2025",cosmos,81
"May 18 – 24, 2025",cosmos,79
"May 25 – 31, 2025",cosmos,78
"Jun 1 – 7, 2025",cosmos,73
"Jun 8 – 14, 2025",cosmos,74
"Jun 15 – 21, 2025",cosmos,73
"Jun 22 – 28, 2025",cosmos,72
"Jun 29 – Jul 5, 2025",cosmos,70
"Jul 6 – 12, 2025",cosmos,75
"Jul 13 – 19, 2025",cosmos,72
"Jul 20 – 26, 2025",cosmos,77
"Jul 27 – Aug 2, 2025",cosmos,77
"Aug 3 – 9, 2025",cosmos,93
"Aug 10 – 16, 2025",cosmos,97
"Aug 17 – 23, 2025",cosmos,93
"Aug 24 – 30, 2025",cosmos,88
"Aug 31 – Sep 6, 2025",cosmos,85
"Sep 7 – 13, 2025",cosmos,86
"Sep 14 – 20, 2025",cosmos,83
"Sep 21 – 27, 2025",cosmos,88
"Sep 28 – Oct 4, 2025",cosmos,88
"Oct 5 – 11, 2025",cosmos,87
"Oct 12 – 18, 2025",cosmos,88
"Oct 19 – 25, 2025",cosmos,82
"Oct 26 – Nov 1, 2025",cosmos,83
"Nov 2 – 8, 2025",cosmos,82
"Nov 9 – 15, 2025",cosmos,87
"Nov 16 – 22, 2025",cosmos,89
"Nov 23 – 29, 2025",cosmos,89
"Nov 30 – Dec 6, 2025",cosmos,87
"Dec 7 – 13, 2025",cosmos,80
"Dec 14 – 20, 2025",cosmos,80
"Dec 21 – 27, 2025",cosmos,76
"Dec 28, 2025 – Jan 3, 2026",cosmos,72
"Jan 4 – 10, 2026",cosmos,77
"Jan 11 – 17, 2026",cosmos,84
"Jan 18 – 24, 2026",cosmos,82
"Jan 25 – 31, 2026",cosmos,94
"Feb 1 – 7, 2026",cosmos,94
"Feb 8 – 14, 2026",cosmos,99
"Feb 15 – 21, 2026",cosmos,99
"Feb 22 – 28, 2026",cosmos,72
"Mar 1 – 7, 2026",cosmos,73
"Mar 8 – 14, 2026",cosmos,70
"Mar 2 – 8, 2025",delphinium,45
"Mar 9 – 15, 2025",delphinium,48
"Mar 16 – 22, 2025",delphinium,53
"Mar 23 – 29, 2025",delphinium,58
"Mar 30 – Apr 5, 2025",delphinium,70
"Apr 6 – 12, 2025",delphinium,73
"Apr 13 – 19, 2025",delphinium,71
"Apr 20 – 26, 2025",delphinium,73
"Apr 27 – May 3, 2025",delphinium,79
"May 4 – 10, 2025",delphinium,89
"May 11 – 17, 2025",delphinium,88
"May 18 – 24, 2025",delphinium,84
"May 25 – 31, 2025",delphinium,93
"Jun 1 – 7, 2025",delphinium,82
"Jun 8 – 14, 2025",delphinium,81
"Jun 15 – 21, 2025",delphinium,81
"Jun 22 – 28, 2025",delphinium,81
"Jun 29 – Jul 5, 2025",delphinium,100
"Jul 6 – 12, 2025",delphinium,68
"Jul 13 – 19, 2025",delphinium,61
"Jul 20 – 26, 2025",delphinium,60
"Jul 27 – Aug 2, 2025",delphinium,56
"Aug 3 – 9, 2025",delphinium,57
"Aug 10 – 16, 2025",delphinium,49
"Aug 17 – 23, 2025",delphinium,49
"Aug 24 – 30, 2025",delphinium,42
"Aug 31 – Sep 6, 2025",delphinium,36
"Sep 7 – 13, 2025",delphinium,36
"Sep 14 – 20, 2025",delphinium,35
"Sep 21 – 27, 2025",delphinium,38
"Sep 28 – Oct 4, 2025",delphinium,33
"Oct 5 – 11, 2025",delphinium,34
"Oct 12 – 18, 2025",delphinium,34
"Oct 19 – 25, 2025",delphinium,32
"Oct 26 – Nov 1, 2025",delphinium,26
"Nov 2 – 8, 2025",delphinium,28
"Nov 9 – 15, 2025",delphinium,27
"Nov 16 – 22, 2025",delphinium,29
"Nov 23 – 29, 2025",delphinium,25
"Nov 30 – Dec 6, 2025",delphinium,23
"Dec 7 – 13, 2025",delphinium,22
"Dec 14 – 20, 2025",delphinium,21
"Dec 21 – 27, 2025",delphinium,21
"Dec 28, 2025 – Jan 3, 2026",delphinium,29
"Jan 4 – 10, 2026",delphinium,33
"Jan 11 – 17, 2026",delphinium,35
"Jan 18 – 24, 2026",delphinium,35
"Jan 25 – 31, 2026",delphinium,41
"Feb 1 – 7, 2026",delphinium,49
"Feb 8 – 14, 2026",delphinium,52
"Feb 15 – 21, 2026",delphinium,62
"Feb 22 – 28, 2026",delphinium,51
"Mar 1 – 7, 2026",delphinium,53
"Mar 8 – 14, 2026",delphinium,60
"Mar 2 – 8, 2025",forget me not,69
"Mar 9 – 15, 2025",forget me not,67
"Mar 16 – 22, 2025",forget me not,70
"Mar 23 – 29, 2025",forget me not,70
"Mar 30 – Apr 5, 2025",forget me not,76
"Apr 6 – 12, 2025",forget me not,79
"Apr 13 – 19, 2025",forget me not,91
"Apr 20 – 26, 2025",forget me not,89
"Apr 27 – May 3, 2025",forget me not,100
"May 4 – 10, 2025",forget me not,98
"May 11 – 17, 2025",forget me not,93
"May 18 – 24, 2025",forget me not,88
"May 25 – 31, 2025",forget me not,90
"Jun 1 – 7, 2025",forget me not,83
"Jun 8 – 14, 2025",forget me not,79
"Jun 15 – 21, 2025",forget me not,71
"Jun 22 – 28, 2025",forget me not,71
"Jun 29 – Jul 5, 2025",forget me not,70
"Jul 6 – 12, 2025",forget me not,71
"Jul 13 – 19, 2025",forget me not,68
"Jul 20 – 26, 2025",forget me not,70
"Jul 27 – Aug 2, 2025",forget me not,72
"Aug 3 – 9, 2025",forget me not,76
"Aug 10 – 16, 2025",forget me not,73
"Aug 17 – 23, 2025",forget me not,86
"Aug 24 – 30, 2025",forget me not,95
"Aug 31 – Sep 6, 2025",forget me not,82
"Sep 7 – 13, 2025",forget me not,71
"Sep 14 – 20, 2025",forget me not,65
"Sep 21 – 27, 2025",forget me not,68
"Sep 28 – Oct 4, 2025",forget me not,68
"Oct 5 – 11, 2025",forget me not,70
"Oct 12 – 18, 2025",forget me not,71
"Oct 19 – 25, 2025",forget me not,67
"Oct 26 – Nov 1, 2025",forget me not,60
"Nov 2 – 8, 2025",forget me not,61
"Nov 9 – 15, 2025",forget me not,67
"Nov 16 – 22, 2025",forget me not,62
"Nov 23 – 29, 2025",forget me not,59
"Nov 30 – Dec 6, 2025",forget me not,61
"Dec 7 – 13, 2025",forget me not,58
"Dec 14 – 20, 2025",forget me not,59
"Dec 21 – 27, 2025",forget me not,59
"Dec 28, 2025 – Jan 3, 2026",forget me not,64
"Jan 4 – 10, 2026",forget me not,60
"Jan 11 – 17, 2026",forget me not,70
"Jan 18 – 24, 2026",forget me not,64
"Jan 25 – 31, 2026",forget me not,71
"Feb 1 – 7, 2026",forget me not,70
"Feb 8 – 14, 2026",forget me not,79
"Feb 15 – 21, 2026",forget me not,77
"Feb 22 – 28, 2026",forget me not,67
"Mar 1 – 7, 2026",forget me not,79
"Mar 8 – 14, 2026",forget me not,77
"Mar 2 – 8, 2025",foxglove,38
"Mar 9 – 15, 2025",foxglove,38
"Mar 16 – 22, 2025",foxglove,40
"Mar 23 – 29, 2025",foxglove,43
"Mar 30 – Apr 5, 2025",foxglove,50
"Apr 6 – 12, 2025",foxglove,82
"Apr 13 – 19, 2025",foxglove,56
"Apr 20 – 26, 2025",foxglove,61
"Apr 27 – May 3, 2025",foxglove,66
"May 4 – 10, 2025",foxglove,74
"May 11 – 17, 2025",foxglove,77
"May 18 – 24, 2025",foxglove,78
"May 25 – 31, 2025",foxglove,86
"Jun 1 – 7, 2025",foxglove,100
"Jun 8 – 14, 2025",foxglove,93
"Jun 15 – 21, 2025",foxglove,87
"Jun 22 – 28, 2025",foxglove,74
"Jun 29 – Jul 5, 2025",foxglove,72
"Jul 6 – 12, 2025",foxglove,60
"Jul 13 – 19, 2025",foxglove,54
"Jul 20 – 26, 2025",foxglove,50
"Jul 27 – Aug 2, 2025",foxglove,50
"Aug 3 – 9, 2025",foxglove,48
"Aug 10 – 16, 2025",foxglove,46
"Aug 17 – 23, 2025",foxglove,46
"Aug 24 – 30, 2025",foxglove,42
"Aug 31 – Sep 6, 2025",foxglove,42
"Sep 7 – 13, 2025",foxglove,38
"Sep 14 – 20, 2025",foxglove,37
"Sep 21 – 27, 2025",foxglove,45
"Sep 28 – Oct 4, 2025",foxglove,39
"Oct 5 – 11, 2025",foxglove,38
"Oct 12 – 18, 2025",foxglove,38
"Oct 19 – 25, 2025",foxglove,61
"Oct 26 – Nov 1, 2025",foxglove,34
"Nov 2 – 8, 2025",foxglove,34
"Nov 9 – 15, 2025",foxglove,36
"Nov 16 – 22, 2025",foxglove,35
